License Number,Status,License Type,Orig. Iss. Date,Expir. Date,Primary Owner,Premises Addr.,Business Name,Geo Code,County
426637,ACTIVE,21,7/5/2005,6/30/2021,"ALBERRE, SAMI","41925 MOTOR CAR PKWY, STE A & B,TEMECULA, CA  92591Census Tract:  0432.16",MICHAELS MARKET,3322,Riverside
427306,ACTIVE,21,9/2/2005,6/30/2021,WALMART INC.,"12721 MORENO BEACH DR,MORENO VALLEY, CA  92555Census Tract:  0426.22",WAL MART SUPERCENTER 5193,3321,Riverside
427556,ACTIVE,20,10/25/2005,9/30/2021,SHREE SAI INVESTMENT INC,"25760 NEW CHICAGO AVE, #A,HEMET, CA  92544Census Tract:  0437.02",KWIK KORNER DELI & GROCERY,3300,Riverside
427589,ACTIVE,20,8/17/2005,7/31/2021,"RAMIREZ, JOSE ANTONIO","32235 DATE PALM DR, STE 104,CATHEDRAL CITY, CA  92234-4310Census Tract:  0449.15",EL RANCHO MEAT MARKET 5,3319,Riverside
428827,ACTIVE,21,10/11/2005,6/30/2021,WALMART INC.,"1540 E SECOND ST,BEAUMONT, CA  92223-3101Census Tract:  0438.20",WAL MART STORE 5156,3302,Riverside
428837,ACTIVE,21,4/7/2006,6/30/2021,"THRIFTY PAYLESS, INC.","1325 6TH ST,NORCO, CA  92860Census Tract:  0407.02",RITE AID 6469,3315,Riverside
428976,ACTIVE,21,10/12/2005,6/30/2021,WALMART INC.,"1861 S SAN JACINTO AVE,SAN JACINTO, CA  92583Census Tract:  0435.08",WAL MART STORE 5425,3313,Riverside
429683,ACTIVE,21,2/9/2006,6/30/2021,"THRIFTY PAYLESS, INC.","260 N SANDERSON AVE,HEMET, CA  92545Census Tract:  0435.03",RITE AID 5724,3308,Riverside
430691,ACTIVE,21,9/12/2006,8/31/2021,SHEMRAN INC,"31939 RANCHO CALIFORNIA RD,TEMECULA, CA  92591-2992Census Tract:  0432.62",BARONS MARKETPLACE,3322,Riverside
430721,ACTIVE,21,11/1/2005,10/31/2021,BIZ SOURCE INC,"3775 14TH ST,RIVERSIDE, CA  92501Census Tract:  0303.00",QUICK PICK LIQUOR & BWST MERCHANT,3312,Riverside
430790,ACTIVE,21,10/18/2007,6/30/2021,"THRIFTY PAYLESS, INC.","39155 WASHINGTON ST,PALM DESERT, CA  92211-1259Census Tract:  0445.20",RITE AID 6461,3318,Riverside
430810,ACTIVE,21,8/30/2007,6/30/2021,"THRIFTY PAYLESS, INC.","1180 N STATE ST,SAN JACINTO, CA  92583-6318Census Tract:  0435.07",RITE AID 6486,3313,Riverside
431026,ACTIVE,21,8/29/2007,7/31/2021,STATER BROS MARKETS,"78210 VARNER RD,PALM DESERT, CA  92211-4134Census Tract:  0514.00",STATER BROS 181,3300,Riverside
431177,ACTIVE,21,5/5/2006,4/30/2021,CARLOS ENTERPRISES INC,"68300 RAMON RD, 3-7,CATHEDRAL CITY, CA  92234Census Tract:  0449.26",CARNICERIA RANCHO GRANDE,3319,Riverside
431182,ACTIVE,21,1/27/2006,12/31/2021,KAKU CORPORATION,"1411 RIMPAU AVE, STE 101 & 102,CORONA, CA  92879Census Tract:  0418.13",MR GS,3306,Riverside
432258,ACTIVE,20,12/2/2005,6/30/2021,7 ELEVEN INC,"104 N SAN JACINTO ST,HEMET, CA  92543Census Tract:  0433.08",7 ELEVEN STORE 2171 33571A,3308,Riverside
432427,ACTIVE,21,11/18/2005,6/30/2021,WALMART INC.,"5601 E RAMON RD,PALM SPRINGS, CA  92264-3605Census Tract:  0448.04",WAL MART STORE 1832,3310,Riverside
432626,ACTIVE,20,2/7/2006,1/31/2021,"RODRIGUEZ, ERIVERTO ZAMMORA","338 W CHANSLOR WY,BLYTHE, CA  92225Census Tract:  0461.02",R&R MINI MART,3303,Riverside
432989,ACTIVE,21,2/1/2006,1/31/2021,SHARTS INC,"619 E 6TH ST,CORONA, CA  92879Census Tract:  0416.00",ARTS LIQUOR,3306,Riverside
433092,ACTIVE,21,12/13/2005,11/30/2021,SUPER CENTER CONCEPTS INC,"23857 SUNNYMEAD BLVD,MORENO VALLEY, CA  92553Census Tract:  0425.14",SUPERIOR GROCERS,3321,Riverside
433098,ACTIVE,21,12/12/2005,11/30/2021,SUPER CENTER CONCEPTS INC,"1130 W 6TH ST,CORONA, CA  92882Census Tract:  0417.03",SUPERIOR GROCERS,3306,Riverside
433278,ACTIVE,21,2/23/2006,6/30/2021,WALMART INC.,"34500 MONTEREY,PALM DESERT, CA  92211-2089Census Tract:  0449.22",WAL MART 5096,3318,Riverside
433283,ACTIVE,21,1/3/2006,12/31/2021,"SINGH, SURINDER","11037-41 HOLE AVE,RIVERSIDE, CA  92505Census Tract:  0413.02",LA SIERRA LIQUOR MART,3312,Riverside
433664,ACTIVE,20,1/6/2006,12/31/2021,SUN VALLEY ESTATES LLC,"3440 COTTONWOOD AVE,SAN JACINTO, CA  92582Census Tract:  0435.17",REFLECTION LAKE RV PARK,3313,Riverside
433978,ACTIVE,21,8/21/2006,6/30/2021,"THRIFTY PAYLESS, INC.","39782 WINCHESTER RD,TEMECULA, CA  92589-3551Census Tract:  0432.17",RITE AID 6438,3322,Riverside
434155,ACTIVE,20,4/25/2006,3/31/2021,PROHAS ENTERPRISES INC,"25361 RAILROAD CANYON RD,LAKE ELSINORE, CA  92532Census Tract:  0427.15",CANYON HILLS CHEVRON,3307,Riverside
434351,ACTIVE,21,6/13/2006,6/30/2021,SAMS WEST INC,"34220 MONTEREY,PALM DESERT, CA  92211Census Tract:  0449.22",SAMS CLUB 6609,3318,Riverside
434621,ACTIVE,20,3/6/2006,2/28/2021,RAJ SERVICE STATION INC,"401 & 405 E SIXTH ST,CORONA, CA  92879Census Tract:  0416.00",RAJ SERVICE STATION,3306,Riverside
434645,ACTIVE,20,2/15/2006,1/31/2022,RS SERVICE STATION INC,"703 E 6TH ST,CORONA, CA  92879Census Tract:  0416.00",RS SERVICE STATION INC,3306,Riverside
434654,ACTIVE,20,1/24/2006,9/30/2021,MAIN STREET SERVICE STATION INC,"301 N MAIN ST,LAKE ELSINORE, CA  92530Census Tract:  0430.06",MAIN STREET SERVICE STATION INC,3307,Riverside
435632,ACTIVE,21,10/12/2006,9/30/2021,BRISTOL FARMS,"73101 COUNTRY CLUB DR,PALM DESERT, CA  92260-2350Census Tract:  0449.29",BRISTOL FARMS,3318,Riverside
436159,ACTIVE,20,6/20/2006,6/30/2021,CHEVRON STATIONS INC,"3390 LA SIERRA AVE,RIVERSIDE, CA  92503Census Tract:  0414.04",CHEVRON 1485 200734,3312,Riverside
437177,ACTIVE,21,9/5/2006,8/31/2021,WINCO FOODS LLC,"12880 DAY ST,MORENO VALLEY, CA  92553Census Tract:  0425.06",WINCO FOODS STORE 46,3321,Riverside
437583,ACTIVE,21,6/3/2008,5/31/2021,MEGA LIQUOR WAREHOUSE INC,"345-347 S STATE ST,HEMET, CA  92543Census Tract:  0434.01",MEGA LIQUOR WAREHOUSE,3308,Riverside
437636,ACTIVE,20,4/25/2006,5/31/2021,R CHAHAL ASSOCIATES INC,"12235 HEACOCK ST, B & C,MORENO VALLEY, CA  92557Census Tract:  0424.05",COCINA MORENO MEAT MARKET,3321,Riverside
438000,ACTIVE,21,2/22/2007,6/30/2021,"THRIFTY PAYLESS, INC.","51101 CESAR CHAVEZ ST,COACHELLA, CA  92236Census Tract:",RITE AID 5678,3305,Riverside
438169,ACTIVE,21,8/4/2006,6/30/2021,COSTCO WHOLESALE CORPORATION,"79795 HWY 111,LA QUINTA, CA  92253-4756Census Tract:  0451.21",COSTCO WHOLESALE 638,3320,Riverside
438489,ACTIVE,20,6/29/2006,5/31/2021,"OLIVAREZ, JOSEFINA","76600 HARRISON ST,OASIS, CA  92274Census Tract:  0456.05",TEQUILA MARKET,3300,Riverside
438636,ACTIVE,20,7/25/2006,6/30/2021,NBA INVESTMENT INC,"22755 PALM DR,DESERT HOT SPRINGS, CA  92240-7300Census Tract:  0445.22",PALM GAS MART,3314,Riverside
438700,ACTIVE,20,10/4/2006,9/30/2021,VINTNERS DISTRIBUTORS INC,"30616 BENTON RD,WINCHESTER, CA  92596-8467Census Tract:  0432.42",FRENCH VALLEY CHEVRON,3300,Riverside
439214,ACTIVE,20,5/19/2006,2/28/2021,"FADEL, AHMED SALEH","80100 HIGHWAY 111,INDIO, CA  92201-6539Census Tract:  0452.13",VALLEY MEAT MARKET V,3309,Riverside
440018,ACTIVE,21,12/18/2006,11/30/2021,CHANDNI INVESTMENTS INC,"1102 S MAIN ST,CORONA, CA  92882-4411Census Tract:  0416.00",KEVINS ALTA DENA DAIRY,3306,Riverside
440479,ACTIVE,20,4/23/2007,3/31/2021,KSC & SON CORPORATION,"82338 HWY 111,INDIO, CA  92201-5656Census Tract:  0455.02",KSC & SON CORPORATION,3309,Riverside
440581,ACTIVE,21,12/13/2007,6/30/2021,WALMART INC.,"1290 E ONTARIO AVE,CORONA, CA  92881-3600Census Tract:  0418.10",WAL MART STORE 2842,3306,Riverside
441331,ACTIVE,20,9/1/2006,8/31/2021,"BENNETT, CAROLYN SUE","10211 COUNTRY CLUB DR,JURUPA VALLEY, CA  91752Census Tract:  0405.03",COUNTRY VILLAGE MARKET & DELI,3329,Riverside
441573,ACTIVE,20,7/27/2006,6/30/2021,CIRCLE K STORES INC,"29955 HAUN RD,SUN CITY, CA  92586Census Tract:  0427.08",CIRCLE K STORES 6003,3300,Riverside
442702,ACTIVE,21,10/13/2006,12/31/2021,TARGET CORPORATION,"18287 COLLIER AVE,LAKE ELSINORE, CA  92530-2755Census Tract:  0430.06",TARGET T2195,3307,Riverside
442974,ACTIVE,21,3/5/2008,2/28/2021,CANYON FOOD & GAS LLC,"3689 N INDIAN CANYON DR,PALM SPRINGS, CA  92262-1615Census Tract:  0446.05",P S GAS & MINI MART,3310,Riverside
443643,ACTIVE,20,1/8/2007,12/31/2021,SAINI INC,"12775 PALM DR,DESERT HOT SPRINGS, CA  92240-4562Census Tract:  0445.07",ARCO AM PM,3314,Riverside
443958,ACTIVE,20,10/19/2006,9/30/2021,G & M OIL CO LLC,"45760 DILLON RD,COACHELLA, CA  92236-2014Census Tract:  0452.22",G & M OIL,3305,Riverside
443991,ACTIVE,20,10/19/2006,9/30/2021,G & M OIL CO LLC,"79513 HIGHWAY 111,LA QUINTA, CA  92253-4509Census Tract:  0451.21",G & M OIL,3320,Riverside
443998,ACTIVE,20,10/19/2006,9/30/2021,G & M OIL CO LLC,"78415 VARNER RD,PALM DESERT, CA  92211-1150Census Tract:  0514.00",G & M OIL CO,3300,Riverside
444006,ACTIVE,20,10/19/2006,9/30/2021,G & M OIL CO LLC,"82003 HIGHWAY 111,INDIO, CA  92201-5686Census Tract:  0455.01",G & M OIL,3309,Riverside
444396,ACTIVE,20,12/20/2006,11/30/2020,APS MIRA LOMA INC,"10015 BELLGRAVE AVE,MIRA LOMA, CA  91752-3519Census Tract:  0405.03",APS MIRA LOMA INC,3300,Riverside
444728,ACTIVE,21,10/17/2007,9/30/2021,WINCO FOODS LLC,"3150 N CASE RD,PERRIS, CA  92571Census Tract:  0427.31",WINCO FOODS 62,3311,Riverside
444882,ACTIVE,21,10/2/2007,9/30/2021,BEVERAGES & MORE INC,"6477 PATS RANCH RD,MIRA LOMA, CA  91752Census Tract:  0406.15",BEVERAGES & MORE INC,3300,Riverside
445311,ACTIVE,21,3/18/2008,2/28/2021,STATER BROS MARKETS,"67800 VISTA CHINO,CATHEDRAL CITY, CA  92234-3536Census Tract:  0449.04",STATER BROS MARKET,3319,Riverside
445424,ACTIVE,21,11/2/2007,6/30/2021,TRADER JOES COMPANY,"2790 CABOT DR,CORONA, CA  92883-7380Census Tract:  0419.10",TRADER JOES 213,3306,Riverside
445530,ACTIVE,21,5/18/2007,4/30/2021,TARGET CORPORATION,"27100 EUCALYPTUS AVE,MORENO VALLEY, CA  92551Census Tract:  0426.22",TARGET T2309,3321,Riverside
446030,ACTIVE,21,12/5/2007,6/30/2021,"THRIFTY PAYLESS, INC.","16491 LAKESHORE DR,LAKE ELSINORE, CA  92530Census Tract:  0430.05",RITE AID 6509,3307,Riverside
446042,ACTIVE,21,2/24/2009,6/30/2021,"THRIFTY PAYLESS, INC.","42021 E FLORIDA AVE,HEMET, CA  92544-5016Census Tract:  0433.11",RITE AID 5722,3308,Riverside
446055,ACTIVE,20,11/15/2006,10/31/2021,V P RIVERSIDE INVESTMENTS INC,"4196 VAN BUREN BLVD,RIVERSIDE, CA  92503Census Tract:  0316.02",RIVERSIDE GAS MART,3312,Riverside
446109,ACTIVE,20,12/21/2006,11/30/2021,DOLLAR TREE STORES INC,"1220 MAGNOLIA AVE,CORONA, CA  92881-2067Census Tract:  0418.09",DOLLAR TREE STORE 2972,3306,Riverside
446194,ACTIVE,21,12/22/2006,11/30/2021,NASIB INC,"3691 KANSAS AVE,RIVERSIDE, CA  92507Census Tract:  0305.02",NEW MARKET THE,3312,Riverside
446221,ACTIVE,20,1/5/2007,4/30/2021,DAVID FRENCH AND ASSOCIATES LLC,"35075 VIA SANTA CATALINA,WINCHESTER, CA  92596-8586Census Tract:  0432.40",GLOBAL DISTRIBUTION SOLUTIONS,3300,Riverside
446237,ACTIVE,21,11/9/2006,10/31/2021,"RANDHAWA, JASPAL KAUR","16851 1/2 LAKESHORE DR,LAKE ELSINORE, CA  92530-4928Census Tract:  0430.06",LAKESHORE GAS MART,3307,Riverside
446443,ACTIVE,21,1/10/2007,12/31/2021,"RANA, BALJINDER KAUR","3511 MADISON ST,RIVERSIDE, CA  92504Census Tract:  0314.01",A1 MARKET & LIQUOR,3312,Riverside
446979,ACTIVE,20,12/21/2006,11/30/2021,B & B VENTURES INC,"2228 W RAMSEY ST,BANNING, CA  92220Census Tract:  0441.01",ARCO AM PM,3301,Riverside
447516,ACTIVE,20,12/21/2006,11/30/2021,SAFAR & SAFAR BROTHERS INC,"4040 N PERRIS BLVD,PERRIS, CA  92571-9245Census Tract:  0426.20",ARCO AM PM,3311,Riverside
448169,ACTIVE,20,3/13/2007,6/30/2021,7 ELEVEN INC,"7014 ARCHIBALD AVE,CORONA, CA  92880Census Tract:  0406.11",7 ELEVEN STORE 2171 33560A,3300,Riverside
448337,ACTIVE,21,1/10/2007,9/30/2021,SHERMANS MONROE LIQUOR INC,"45891 MONROE ST,INDIO, CA  92201-3916Census Tract:  0452.09",SHERMANS LIQUOR,3309,Riverside
448863,ACTIVE,20,5/18/2007,4/30/2021,AUJLA AND BLYTHE LLC,"400 S LOVEKIN BLVD,BLYTHE, CA  92225-2712Census Tract:  0462.00",ROCKET GAS,3303,Riverside
448918,ACTIVE,21,2/27/2007,1/31/2022,2 G DOST INC,"29280 CENTRAL AVE, STE A,LAKE ELSINORE, CA  92532-2219Census Tract:  0427.15",CENTRAL MARKET 8 LIQUOR,3307,Riverside
448942,ACTIVE,21,3/9/2007,2/28/2021,C & C LIQUOR INC,"13672 MAGNOLIA AVE, STE A,CORONA, CA  92879-5006Census Tract:  0414.10",C & C LIQUOR,3300,Riverside
448950,ACTIVE,20,2/6/2007,1/31/2022,QUIXSTOP JR MARKET INC,"783 W BLAINE ST,RIVERSIDE, CA  92507Census Tract:  0422.10",QYUIXSTOP JR MARKET INC,3312,Riverside
449259,ACTIVE,21,5/18/2007,4/30/2021,SHERMANS OASIS LIQUOR INC,"45820 OASIS ST,INDIO, CA  92201-4561Census Tract:  0495.00",SHERMANS LIQUOR,3309,Riverside
449650,ACTIVE,21,2/23/2007,1/31/2022,BOSE & AVINDER INC,"28201 DATE PALM DR, STE A,CATHEDRAL CITY, CA  92234-4952Census Tract:  0449.23",KANGAROO FOOD MART,3319,Riverside
449879,ACTIVE,21,6/6/2008,5/31/2021,BEVERAGES & MORE INC,"3643 GRAND OAKS,CORONA, CA  92878Census Tract:  0419.09",BEVERAGES & MORE,3306,Riverside
450658,ACTIVE,20,11/16/2007,10/31/2021,THORNTON WINERY,"32575 RANCHO CALIFORNIA RD,TEMECULA, CA  92591-4935Census Tract:  0432.46",THORNTON WINERY,3300,Riverside
450792,ACTIVE,21,7/2/2007,6/30/2021,"THRIFTY PAYLESS, INC.","894 OAK VALLEY PKWY, STE B,BEAUMONT, CA  92223-1464Census Tract:  0438.10",RITE AID 6529,3302,Riverside
452142,ACTIVE,21,1/15/2008,12/31/2021,VIRGINIA GARBUTT INC,"98775 HIGHWAY 111,NORTH SHORE, CA  92254-5013Census Tract:  0456.04",SKIPS,3300,Riverside
452200,ACTIVE,21,5/18/2007,4/30/2021,"DHANJU, BAKSHISH KAUR","109 W MAIN ST,SAN JACINTO, CA  92583-4120Census Tract:  0436.02",FIVE CORNER LIQUOR,3313,Riverside
452236,ACTIVE,20,5/30/2007,6/30/2021,7 ELEVEN INC,"81500 HIGHWAY 111,INDIO, CA  92201-5411Census Tract:  0452.07",7 ELEVEN STORE 2171 18401A,3309,Riverside
452257,ACTIVE,21,5/10/2007,4/30/2021,TINKU ENTERPRISES INC,"12350 PALM DR,DESERT HOT SPRINGS, CA  92240-3908Census Tract:  0445.10",KINGS LIQUOR AND MARKET,3314,Riverside
452506,ACTIVE,20,6/7/2007,5/31/2021,CELEBRITY CELLARS INC,"33410 RANCHO CALIFORNIA RD,TEMECULA, CA  92591-4928Census Tract:  0432.47",CELEBRITY CELLARS INC,3300,Riverside
452598,ACTIVE,21,7/23/2007,1/31/2022,"GOROU, KAZAK SABAH","15887 GRAND AVE,LAKE ELSINORE, CA  92530Census Tract:  0464.01",LAKE ELSINORE MARKET,3307,Riverside
452681,ACTIVE,21,6/14/2007,5/31/2021,"SALAMA, AFAF WILLIAM","1943 RIVER RD,NORCO, CA  92860-3306Census Tract:  0432.47",MCGRUEDERS LIQUOR & SMOKE SHOP,3315,Riverside
453267,ACTIVE,20,7/10/2007,3/31/2021,"SEYEDGAVADI, MAHBOUBEH","200 W GRAHAM AVE,LAKE ELSINORE, CA  92530-3740Census Tract:  0430.06",ELSINORE CAR WASH & GAS CORP,3307,Riverside
453398,ACTIVE,20,8/30/2007,7/31/2021,SUMMERHILL OIL INC,"31587 CANYON ESTATES DR,LAKE ELSINORE, CA  92532-0424Census Tract:  0427.15",SHELL LAKE ELSINORE,3307,Riverside
453895,ACTIVE,21,7/6/2007,6/30/2021,PRAGAT LAXMI CORPORATION,"19480 E ONTARIO AVE, STE C & D,CORONA, CA  92881-4298Census Tract:  0419.09",EL CERRITO MARKET LIQUOR,3300,Riverside
454707,ACTIVE,20,10/4/2007,9/30/2021,LAKE ELSINORE INVESTMENTS INC,"250 DIAMOND DR,LAKE ELSINORE, CA  92530-4464Census Tract:  0427.15",ARCO AM PM DIAMOND DRIVE,3307,Riverside
455254,ACTIVE,20,10/28/2008,9/30/2021,HIDDEN WINERIES INC,"41005 REID CT, BLDG HW,TEMECULA, CA  92591-4951Census Tract:  0432.47",HIDDEN WINERIES INC,3300,Riverside
455508,ACTIVE,21,10/1/2007,6/30/2021,"THRIFTY PAYLESS, INC.","32450 CLINTON KEITH RD,WILDOMAR, CA  92595-8662Census Tract:  0506.00",RITE AID 6481,3326,Riverside
455551,ACTIVE,20,8/16/2007,7/31/2021,G & M OIL CO LLC,"290 S HIGHLAND SPRINGS AVE,BANNING, CA  92220-5201Census Tract:  0438.12",G & M OIL 154,3301,Riverside
456367,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"2971 W RAMSEY ST,BANNING, CA  92220-3721Census Tract:  0441.01",SMART & FINAL 331,3301,Riverside
456369,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"79770 HIGHWAY 111,LA QUINTA, CA  92253-4538Census Tract:  0452.15",SMART & FINAL 490,3320,Riverside
456451,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"760 N MAIN ST,CORONA, CA  92880-1439Census Tract:  0408.09",SMART & FINAL 340,3306,Riverside
456459,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"3310 VINE ST,RIVERSIDE, CA  92507-4149Census Tract:  0304.00",SMART & FINAL 316,3312,Riverside
456466,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"2525 W FLORIDA AVE,HEMET, CA  92545Census Tract:  0435.03",SMART & FINAL 443,3308,Riverside
456470,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"25060 MADISON AVE,MURRIETA, CA  92562-8916Census Tract:  0498.00",SMART & FINAL 469,3323,Riverside
456996,ACTIVE,21,11/26/2007,6/30/2021,"THRIFTY PAYLESS, INC.","82451 HIGHWAY 111, # C,INDIO, CA  92201-5653Census Tract:  0455.01",RITE AID 5670,3309,Riverside
457349,ACTIVE,20,1/11/2008,6/30/2021,7 ELEVEN INC,"32060 CLINTON KEITH RD,WILDOMAR, CA  92595Census Tract:  0506.00",7 ELEVEN STORE 33595A,3326,Riverside
458013,ACTIVE,20,6/23/2008,5/31/2021,MIDLAND OIL GROUP LLC,"78355 VARNER RD,PALM DESERT, CA  92211-1141Census Tract:  0514.00",MIDLAND OIL GROUP LLC,3318,Riverside
458533,ACTIVE,21,3/14/2008,6/30/2021,"THRIFTY PAYLESS, INC.","47985 MONROE ST, BLDG A,INDIO, CA  92201Census Tract:  0452.07",RITE AID #6532,3309,Riverside
458892,ACTIVE,21,10/17/2008,9/30/2021,STATER BROS MARKETS,"14425 MORENO BEACH DR,MORENO VALLEY, CA  92555-5703Census Tract:  0487.00",STATER BROS SUPERMARKET,3321,Riverside
458895,ACTIVE,21,6/25/2009,5/31/2021,STATER BROS MARKETS,"29995 CANYON HILLS RD,LAKE ELSINORE, CA  92532Census Tract:  0464.04",STATER BROS SUPERMARKET 187,3307,Riverside
459118,ACTIVE,21,8/11/2008,7/31/2021,WINCO FOODS LLC,"42-600 JACKSON ST,INDIO, CA  92203-9751Census Tract:  0453.04",WINCO FOODS,3309,Riverside
459440,ACTIVE,21,9/29/2008,8/31/2021,TARGET CORPORATION,"30340 HAUN RD,MENIFEE, CA  92584Census Tract:  0427.42",TARGET T2471,3300,Riverside
459539,ACTIVE,21,7/18/2008,6/30/2021,BEVERAGES & MORE INC,"79715 HIGHWAY 111, STE 140,LA QUINTA, CA  92253Census Tract:  0451.21",BEVERAGES & MORE,3320,Riverside
459960,ACTIVE,20,12/17/2007,11/30/2021,HENRYS HOLDINGS LLC,"79050 HIGHWAY 111,LA QUINTA, CA  92253-2482Census Tract:  0452.15",SPROUTS FARMERS MARKETS,3320,Riverside
459966,ACTIVE,21,12/17/2007,11/30/2021,HENRYS HOLDINGS LLC,"120 W ONTARIO AVE,CORONA, CA  92882Census Tract:  0418.08",SPROUTS FARMERS MARKETS,3306,Riverside
459967,ACTIVE,21,12/17/2007,11/30/2021,HENRYS HOLDINGS LLC,"32413 STATE HIGHWAY 79, STE 300,TEMECULA, CA  92592Census Tract:  0432.56",SPROUTS FARMERS MARKETS,3300,Riverside
460411,ACTIVE,20,12/27/2007,8/31/2021,CARLOS ENTERPRISES INC,"68300 RAMON RD, # 9-10,CATHEDRAL CITY, CA  92234-3368Census Tract:  0449.26",CARNICERIA RANCHO GRANDE #1,3319,Riverside
460814,ACTIVE,20,12/17/2007,11/30/2021,HENRYS HOLDINGS LLC,"39606 WINCHESTER RD,TEMECULA, CA  92591-3550Census Tract:  0432.17",SPROUTS FARMERS MARKETS,3322,Riverside
461030,ACTIVE,20,12/3/2007,5/31/2021,"PATINO, MARSHA SOTO","499 S LOVEKIN BLVD,BLYTHE, CA  92225-2711Census Tract:  0462.00",OSCARS STOP & SHOP,3303,Riverside
461598,ACTIVE,21,12/26/2007,5/31/2021,HARIKRISHNA KRUPA INC,"7826-28 LIMONITE,JURUPA VALLEY, CA  92509Census Tract:  0404.04",CHANTRYS WINE & LIQUOR,3329,Riverside
462298,ACTIVE,20,2/26/2008,1/31/2022,KC INVESTMENT ENTERPRISES INC,"221 E 6TH ST,CORONA, CA  92879-1411Census Tract:  0416.00",LA CASA DEL PUEBLO,3306,Riverside
462681,ACTIVE,20,3/24/2008,2/28/2021,MERCADO LOS MONTES LLC,"960 6TH ST, STE 102,NORCO, CA  92860-1474Census Tract:  0407.02",LOS MONTES COUNTRY MEAT MARKET,3315,Riverside
462932,ACTIVE,21,3/3/2008,9/30/2021,VALLE VISTA LIQUORS INC,"44023 E FLORIDA AVE,HEMET, CA  92544-5443Census Tract:  0437.01",VALLE VISTA LIQUORS,3300,Riverside
463517,ACTIVE,20,3/19/2008,8/31/2021,TEMECULA FUELS CORPORATION,"28903 RANCHO CALIFORNIA RD,TEMECULA, CA  92590-1867Census Tract:  0512.00",TEMECULA 76,3322,Riverside
463563,ACTIVE,21,4/23/2008,3/31/2021,CHIPS LIQUOR INC,"1207 W FLORIDA AVE,HEMET, CA  92543-3953Census Tract:  0434.05",CHIPS LIQUOR,3308,Riverside
463645,ACTIVE,21,3/18/2008,2/28/2021,LA QUINTA LIQUOR INC,"78025 AVENIDA LA FONDA,LA QUINTA, CA  92253-2923Census Tract:  0451.20",LA QUINTA LIQUOR,3320,Riverside
463696,ACTIVE,20,4/1/2008,3/31/2021,DNC DEVELOPMENT LLC,"3830 N MCKINLEY ST,CORONA, CA  92879-6111Census Tract:  0314.01",,3300,Riverside
464249,ACTIVE,21,11/12/2008,2/28/2021,JENSENS COMPLETE SHOPPING INC,"2465 E PALM CANYON DR, BLDG 7,PALM SPRINGS, CA  92264-7004Census Tract:  0448.07",JENSENS FINEST FOODS,3310,Riverside
464436,ACTIVE,20,4/16/2008,3/31/2021,NAZM GROUP INC,"33986 ORANGE AVE,LAKE ELSINORE, CA  92530Census Tract:  0464.05",ARCO AM PM 5310,3300,Riverside
464508,ACTIVE,20,5/30/2008,4/30/2021,SIERRA NOBLE INC,"36228 HIDDEN SPRINGS RD,WILDOMAR, CA  92595-7618Census Tract:  0432.70",CONTINENTAL OIL,3326,Riverside
464537,ACTIVE,21,4/11/2008,6/30/2021,"TANNOURJI, DEBRA JO","2276 GRIFFIN WAY, STE 101,CORONA, CA  92879-6510Census Tract:  0408.15",COUNTRYSIDE MARKET LIQUOR,3306,Riverside
465417,ACTIVE,20,5/19/2008,4/30/2021,"WASEF, REDA ATTALLA","2740 HAMNER AVE,NORCO, CA  92860-1926Census Tract:  0408.12",NORCO FUELING,3315,Riverside
466214,ACTIVE,20,9/9/2008,8/31/2021,TA OPERATING LLC,"46155 DILLON RD,COACHELLA, CA  92236-2029Census Tract:  9404.00",COACHELLA TRAVELCENTER,3305,Riverside
466598,ACTIVE,20,8/20/2008,6/30/2021,7 ELEVEN INC,"44260 APIS RD,TEMECULA, CA  92592-9601Census Tract:  0432.56",7 ELEVEN STORE 2171 33613,3300,Riverside
466617,ACTIVE,21,7/11/2008,6/30/2021,7 ELEVEN INC,"44535 BEDFORD CT, STE G,TEMECULA, CA  92592-2552Census Tract:  0432.54",7 ELEVEN STORE 2171 33074,3322,Riverside
466936,ACTIVE,21,7/7/2008,6/30/2021,ANUJ INVESTMENTS INC,"16005 GRAND AVE, UNIT J-L,LAKE ELSINORE, CA  92530-1400Census Tract:  0464.01",SUPER 7 FOOD AND LIQUOR,3300,Riverside
467377,ACTIVE,20,2/11/2009,6/30/2021,CIRCLE K STORES INC,"3150 CASE RD, # I,PERRIS, CA  92570-5560Census Tract:  0427.31",CIRCLE K STORE #6013,3311,Riverside
467384,ACTIVE,21,9/25/2008,8/31/2021,BEVERAGES & MORE INC,"24390 VILLAGE WALK PL,MURRIETA, CA  92562-5245Census Tract:  0498.00",BEVERAGES & MORE,3323,Riverside
468655,ACTIVE,20,12/24/2008,11/30/2021,"AUDISH, HAZIM","4583-85 LA SIERRA AVE, STE 1 & 2,RIVERSIDE, CA  92505Census Tract:  0409.01",ONE STOP FOOD & WATER,3312,Riverside
